bin,sku,Msku,Asin,External id 1,External id 2,External id 3,title,Sellable,Unsellable - Total,Unsellable - Vendor Damage,Unsellable - Carrier Damage,Unsellable - Warehouse Damage,Unsellable - Defective,Unsellable - Shipper Damage,Unsellable - Customer Return Damage,Unsellable - Expired,Reserved,Customer returns,Pending Cancelled,Actual expiration,Amazon expiration
A100,X001SJSHGJ,Clayherbs AloeLily Conditioner 50,B0BRJLLRCN,,,,Clayherbs Ayurveda | 50 Set Of Hair Conditioner 22 Ml | Replenishing Hair Conditioner Amenities | Hotel Toiletries | Hospital Toiletry Kits | Guest House | Accessories | Pack Of 50,17,0,0,0,0,0,0,0,0,0,0,0,,
A200,X001SIYIG3,clyhrbs-bigbottle-condr-pk-of-50,B0BT9D2TB8,,,,Clayherbs Ayurveda | Hair Conditioner 30 Ml | Refreshing Fragrance Of Aloe Vera For Hotel Amenities | Toiletries | Guest House | Hospital Toiletry Kits | Pack Of 50,20,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A200,X001ZWIT7V,CH big bottle set of 4 pck of 100 25ech,B0BTD8CPB7,,,,Clayherbs Ayurveda | Hotel Accessories 30 Ml For Hotel Toiletries | Guest House Kit | Patient Welcome Kit | Hotel Amenities | Hospital Toiletry Kits | Marriage Toiletry Kit | Pack Of 100 | 25 pcs Each,48,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X001SIWTHD,clyhrbs-bigbottle-shwer-gel pack-of-100,B0BT7S8P6J,,,,Clayherbs Ayurveda | Pack Of 100 Shower Gel 30 Ml | Body Wash Liquid Soap Fragrance Of Lavender For Hotel | Hotel Toiletries | Guest Room Kit | Accessories | Hospital Toiletry Kits |,40,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001SKAUX1,Clayherbs Aloe Lily Moisturizer 50,B0BRD38HS2,,,,Clayherbs Ayurveda | Pack Of 50 Moisturizer 22 Ml | Nourishing Moisturizer For Hotel Amenities | Hotel Toiletries | Hospital Kits | Guest House Kit | Hotel Accessories,35,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001SIWUT5,clyhrbs-bigbottle-shwer gel pack-of-50,B0BT7RQM18,,,,Clayherbs Ayurveda | Pack Of 50 Shower Gel 30 Ml | Body Wash Liquid Soap Fragrance Of Lavender For Hotel Amenities | Hotel Toiletries | Guest House Kit | Hotel Accessories | Pack Of 50,32,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY054P,Bamboo_Comb_Pack-2,B0CTSXT79K,,,,"Clayherbs Bamboo Comb | Handmade Comb | Pocket Size Comb | Sleek & Easy Combing | Travel Friendly Wooden Comb | Anti Static Comb for Hair Growth (Pack-2, Bamboo)",31,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOCHH,Bamboo_Comb_Pack-4,B0CTSZ2TR2,,,,"Clayherbs Bamboo Comb | Handmade Comb | Pocket Size Comb | Sleek & Easy Combing | Travel Friendly Wooden Comb | Anti Static Comb for Hair Growth (Pack-4, Bamboo)",15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY054F,Bamboo_Comb_Pack-5,B0CTTJ41RD,,,,"Clayherbs Bamboo Comb | Handmade Comb | Pocket Size Comb | Sleek & Easy Combing | Travel Friendly Wooden Comb | Anti Static Comb for Hair Growth (Pack-5, Bamboo)",16,0,0,0,0,0,0,0,0,0,0,0,,
A200,X001YY26PB,Clayherbs-NourishingSoap-15g-pack-100-sm,B0CSG45CZN,,,,Clayherbs Bar Hotel Travel Size Soap Bar Bulk | Cleansing Soaps | Bath Amenities | Airbnb Vacation | Toiletries for Guest Bathroom (15g) Pack-100,36,0,0,0,0,0,0,0,0,0,0,0,31-Oct-2027,01-Oct-2027
A100,X001ZWOFFV,Clayherbs bodywash-30ml Pack 75,B0CRTWKTFV,,,,"Clayherbs Bath Gel for Hotel Spa Travel Size Body Wash Gel Toiletries for Hotel Amenities, Guest House, Marriage Hall and Hospitality Room Amenities (30ml, 75)",12,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001XDZKTH,clayherbs-body-wash-30ml-pack-150,B09TKN93LF,,,,Clayherbs Body Wash 30 Ml Pack Of 100 For | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk | Mini Body Wash Shower Gel | Hospital Amenities Kits | Guest Amenities,28,0,0,0,0,0,0,0,0,0,0,0,19-May-2026,19-Apr-2026
A200,X001ZWOOHZ,clayherbs-body-wash-30ml-pack-100,B09TKN93LF,,,,Clayherbs Body Wash 30 Ml Pack Of 100 For | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk | Mini Body Wash Shower Gel | Hospital Amenities Kits | Guest Amenities,48,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X001ZWONLR,Clayherbs bodywash-30ml Pack 100,B0CRV42LLT,,,,Clayherbs Body Wash 30ml For Hotel Toiletry | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk Liquid Gel | Mini Body Wash Shower Gel | Hospital Amenities Kits (Pack-100),50,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWITAD,Clayherbs bodywash-30ml Pack 150,B0CRTW78RC,,,,Clayherbs Body Wash 30ml For Hotel Toiletry | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk Liquid Gel | Mini Body Wash Shower Gel | Hospital Amenities Kits (Pack-150),47,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOFGF,Clayherbs bodywash-30ml Pack 25,B0CRVGG3TJ,,,,Clayherbs Body Wash 30ml For Hotel Toiletry | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk Liquid Gel | Mini Body Wash Shower Gel | Hospital Amenities Kits (Pack-25),18,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWITAX,Clayherbs bodywash-30ml Pack 50,B0CRTXDBGR,,,,Clayherbs Body Wash 30ml For Hotel Toiletry | Travel Size Shower Gel | Hotel Amenities Toiletries Bulk Liquid Gel | Mini Body Wash Shower Gel | Hospital Amenities Kits (Pack-50),15,0,0,0,0,0,0,0,0,0,0,0,,
A200,X001Z6ZJGB,Silver Cap Shampoo 35 ml 100 Pcs,B0CRRWRH8B,,,,Clayherbs Bulk Hotel Amenities | Toileties For Hospitality | Travel Size Shampoo | Hotel Shampoo | Nourishing | Biodegradable | Supplies for Guests | 35ml | 100pc Set,49,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X001Z6ZJHF,Silver Cap Shampoo 35 ml 150 Pcs,B0CRRWSXWV,,,,Clayherbs Bulk Hotel Amenities | Toileties For Hospitality | Travel Size Shampoo | Hotel Shampoo | Nourishing | Biodegradable | Supplies for Guests | 35ml | 150pc Set,50,0,0,0,0,0,0,0,0,0,0,0,31-Oct-2027,01-Oct-2027
A100,X001XE4KRJ,Silver Cap Shampoo 35 ml 50 Sets,B0CP9PBN2N,,,,Clayherbs Bulk Hotel Amenities | Toileties For Hospitality | Travel Size Shampoo | Hotel Shampoo | Nourishing | Biodegradable | Supplies for Guests | 35ml | 50pc Set,0,16,0,0,0,0,0,0,16,0,0,0,17-Feb-2026,18-Jan-2026
A200,X001XE4KRJ,Silver Cap Shampoo 35 ml 50 Sets,B0CP9PBN2N,,,,Clayherbs Bulk Hotel Amenities | Toileties For Hospitality | Travel Size Shampoo | Hotel Shampoo | Nourishing | Biodegradable | Supplies for Guests | 35ml | 50pc Set,47,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X001ZWIT7L,CH-bigbotle-smpo-condr-pk-50-ech-25,B0BTDH8YR7,,,,Clayherbs Bulk Hotel Amenities | Toileties For Hospitality | Trvel Size Mini Shampoo and Conditioner | Hotel Shampoo | Nourishing | Biodegradable Shampoo | Supplies for Guests | 30ml Mini Bottle | 25pc Shampoo/ 25pc Conditioner,35,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X0024GVTY7,22ml Tube Body Lotion (Po-100),B0CZRYZNYG,,,,"Clayherbs Bulk Hotel Amenities, Guest Room Toiletries, Body Lotion Nourishing Moisturizer Cream, Toiletry Tube, Hospitality Toiletry Kit (22ml) Pack Of (100)",20,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X0024GVU2N,22ml Tube Body Lotion (Po-50),B0CZRYNL8Z,,,,"Clayherbs Bulk Hotel Amenities, Guest Room Toiletries, Body Lotion Nourishing Moisturizer Cream, Toiletry Tube, Hospitality Toiletry Kit (22ml) Pack Of (50)",22,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2026,01-Dec-2026
A100,X0022SLMRB,Diffuser Oil Teatree (Po-1),B0D83BFX6J,,,,"Clayherbs Diffuser Aroma Oil for Home Fragrance, Reed Diffuser Refill Fragrance Oil, Aroma Buner/Candle, aromatherapy Diffuser Aroma Oil, Essential oil (Tea Tree, Large)",5,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6Q9PB,Clayherbs-Shower-Cap-50pcs,B09TTD5DZN,,,,"Clayherbs Disposable Shower Caps - Multi-Purpose Thickening Elastic Bath Cap Plastic Waterproof Clear Women Spa,Men Hair Caps,Home Use,Hotel and Salon, Portable Travel (50 Pcs)",15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001XE71ON,Shower-Cap-50pcs,B09TTD5DZN,,,,"Clayherbs Disposable Shower Caps - Multi-Purpose Thickening Elastic Bath Cap Plastic Waterproof Clear Women Spa,Men Hair Caps,Home Use,Hotel and Salon, Portable Travel (50 Pcs)",18,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0021AMEW7,Clayherbs Kit Pack-50,B0D25YLNK6,,,,"Clayherbs Eco Friendly Vanity Kit Hotel Toiletries Luxury Kit, Sustainable Travel Morning Kit, Guest Amenities Biodegradable, 20g Soap, Shaving Kit, Comb, Bamboo Toothbrush and Toothpaste (Pack-50 Kits)",13,0,0,0,0,0,0,0,0,0,0,0,,
A100,X0021AMERH,XG-TNC2-4YIA,B0D22Y31WQ,,,,"Clayherbs Eco Friendly Vanity Kit Luxury Kit Hotel Toiletries, Sustainable Travel Morning Kit, Guest Amenities Biodegradable, Moisturiser, Bamboo Comb, Bamboo Toothbrush, Toothpaste, Dental Kit, Hair Cleanser (Pack-100)",60,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002CWYIRN,Natural Loofah (Pack-10),B0FHWNMYXC,,,,"Clayherbs Eco-Friendly Natural Loofah Scrubber – Organic Body Exfoliator for Shower & Bath – Deep Cleansing, Skin Polishing & Cell Renewal – Reusable & Biodegradable (Pack-10)",45,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002CWWAO1,Natural Loofah (Pack-2),B0FHWPVL8G,,,,"Clayherbs Eco-Friendly Natural Loofah Scrubber – Organic Body Exfoliator for Shower & Bath – Deep Cleansing, Skin Polishing & Cell Renewal – Reusable & Biodegradable (Pack-2)",40,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002CWXNSX,Natural Loofah (Pack-4),B0FHWBQ858,,,,"Clayherbs Eco-Friendly Natural Loofah Scrubber – Organic Body Exfoliator for Shower & Bath – Deep Cleansing, Skin Polishing & Cell Renewal – Reusable & Biodegradable (Pack-4)",32,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002FE9Z5D,Transparent Dental Kit_Pack-100,B0FWC73MG6,,,,"Clayherbs Free Dental Floss (Pack-100) Travel Dental Kit Individually Packaged Toothbrush & 7g Natural Toothpaste Guest Amenity, Hotel Toiletries, Hospitality Kit",20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002FE9XC3,Transparent Dental Kit_Pack-200,B0FWBVVV8K,,,,"Clayherbs Free Dental Floss (Pack-200) Travel Dental Kit Individually Packaged Toothbrush & 7g Natural Toothpaste Guest Amenity, Hotel Toiletries, Hospitality Kit",49,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002EIJ41Z,Brown Paper Dental Kit Pack-100,B0FQWPR5V6,,,,"Clayherbs Free Dental Floss with Pack-100 Toothbrushes with Toothpaste (7g) | Disposable Travel Kit | Dental Kit In Bulk | Individually Wrapped | Hotels | Vacation Rentals | Homeless, Nursing",80,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X002EIJ0RD,Brown Paper Dental Kit Pack-200,B0FQWGZWDL,,,,"Clayherbs Free Dental Floss with Pack-200 Toothbrushes with Toothpaste (7g) | Disposable Travel Kit | Dental Kit In Bulk | Individually Wrapped | Hotels | Vacation Rentals | Homeless, Nursing",18,0,0,0,0,0,0,0,0,0,0,0,,
A100,X002EIGO7H,Brown Paper Dental Kit Pack-300,B0FQVHKYQ8,,,,"Clayherbs Free Dental Floss with Pack-300 Toothbrushes with Toothpaste (7g) | Disposable Travel Kit | Dental Kit In Bulk | Individually Wrapped | Hotels | Vacation Rentals | Homeless, Nursing",22,0,0,0,0,0,0,0,0,1,0,0,,
A100,X001ZWNRD7,YW-WG05-1YAY,B0CSPTFK5L,,,,"Clayherbs Hair Comb With Handle | Hotel Accessories | Guest House Kit | Amenity Kit | Disposable Pocket Plastic Combs | Travel Hair Comb (Pack Of 100, Plastic)",31,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY26MJ,07-438R-HUAQ,B0CSP9PXPR,,,,"Clayherbs Hair Comb With Handle | Hotel Accessories | Guest House Kit | Amenity Kit | Disposable Pocket Plastic Combs | Travel Hair Comb (Pack Of 20, Plastic)",3,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWNR5F,OT-239A-5245,B0CSPG27ML,,,,"Clayherbs Hair Comb With Handle | Hotel Accessories | Guest House Kit | Amenity Kit | Disposable Pocket Plastic Combs | Travel Hair Comb (Pack Of 200, Plastic)",30,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY05AT,RU-D0WT-YX7I,B0CSPFFDNK,,,,"Clayherbs Hair Comb With Handle | Hotel Accessories | Guest House Kit | Amenity Kit | Disposable Pocket Plastic Combs | Travel Hair Comb (Pack Of 400, Plastic)",17,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZK5TYT,1P-XE90-88GW,B0CSPDW11P,,,,"Clayherbs Hair Comb With Handle | Hotel Accessories | Guest House Kit | Amenity Kit | Disposable Pocket Plastic Combs | Travel Hair Comb (Pack Of 50, Plastic)",3,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWODA3,S9-PG71-OVKF,B0CSPD9D4S,,,,"Clayherbs Hair Comb With Handle | Hotel Accessories | Guest House Kit | Amenity Kit | Disposable Pocket Plastic Combs | Travel Hair Comb (Pack Of 500, Plastic)",14,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001XE71OX,laundry-bag-100pcs,B0BLP1WSM8,,,,"Clayherbs Hotel Accessories Guest House Kit Laundry Bag | Non Woven | Disposable Laundry Bag With String Size (70 x 21) (100, One Size)",90,0,0,0,0,0,0,0,0,0,0,0,,
A200,X001SIWUSV,Clyhrbs-Bigbottle-mstzr-Pk-Of-100,B0BT7YHS12,,,,"Clayherbs Hotel Body Lotion Luxurious Travel Size Lotion Nourishing and Hydrating Formula Hotel Toiletries Ultimate Freshness Moisturizing Body Cream (30ml, Pack 100)",20,0,0,0,0,0,0,0,0,0,0,0,30-Sep-2026,31-Aug-2026
A100,X001XDMNAV,Silver Cap Moisturizer 35 ml 50 sets,B0CPBNPNFJ,,,,"Clayherbs Hotel Body Lotion Luxurious Travel Size Lotion Nourishing and Hydrating Formula Hotel Toiletries Ultimate Freshness Moisturizing Body Cream (35ml, Pack 50)",95,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X001YY26RJ,Clayherbs_Po-1000_Hair&BodyWash,B0CSPFHSVK,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (1000),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOD03,Clayherbs_Po-125_Hair&BodyWash,B0CSP8DGLJ,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (125),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0VUD,Clayherbs_Po-225_Hair&BodyWash,B0CSP38CC1,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (225),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY26SD,Clayherbs_Po-250_Hair&BodyWash,B0CSP76TPX,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (250),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOFVP,Clayherbs_Po-275_Hair&BodyWash,B0CSP79LP6,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (275),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY055J,Clayherbs_Po-400_Hair&BodyWash,B0CSPPL1C7,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (400),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOO2F,Clayherbs_Po-500_Hair&BodyWash,B0CSP8D4PS,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (500),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U6D,Clayherbs_Po-600_Hair&BodyWash,B0CSPXXKFY,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (600),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOFUV,Clayherbs_Po-700_Hair&BodyWash,B0CSP4S84Q,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (700),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOO1B,Clayherbs_Po-800_Hair&BodyWash,B0CSPG91K6,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (800),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY26RT,Clayherbs_Po-900_Hair&BodyWash,B0CSP6RLCM,,,,Clayherbs Hotel Shampoo | Hotel Toiletries Shampoo | Hair Shampoo | Shower Gel | Body Wash Soap | Hospital Toiletry Kits | Hair & Body Wash Gel (900),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U5T,Clayherbs_ShvingKit_Po-100,B0CSP2QP22,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 100),19,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6Q9MJ,Clayherbs_ShvingKit_Po-1000,B0CSP4S7LJ,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 1000),14,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0563,Clayherbs_ShvingKit_Po-125,B0CSPR7B74,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 125),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0559,Clayherbs_ShvingKit_Po-150,B0CSP5B9TH,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 150),30,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWITPN,Clayherbs_ShvingKit_Po-175,B0CSPDX7QV,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 175),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY26SN,Clayherbs_ShvingKit_Po-200,B0CSP5H9WH,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 200),30,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOO1V,Clayherbs_ShvingKit_Po-250,B0CSPMNGB3,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 250),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZWOO1L,Clayherbs_ShvingKit_Po-300,B0CSPHVH6J,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 300),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6ZIIF,Clayherbs_ShvingKit_Po-350,B0CSP9QY7F,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 350),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0VTJ,Clayherbs_ShvingKit_Po-400,B0CSPJKHBV,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 400),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZJT3AV,Clayherbs_ShvingKit_Po-50,B0CSP9558V,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 50),7,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY0U59,Clayherbs_ShvingKit_Po-500,B0CSPT3JVB,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 500),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001YY26S3,Clayherbs_ShvingKit_Po-600,B0CSP3444Q,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 600),20,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6ZIIZ,Clayherbs_ShvingKit_Po-700,B0CSPTCXQB,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 700),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001ZK5N8L,Clayherbs_ShvingKit_Po-75,B0CSPKCRVL,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 75),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6Q9ND,Clayherbs_ShvingKit_Po-800,B0CSPDTC85,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 800),15,0,0,0,0,0,0,0,0,0,0,0,,
A100,X001Z6LAT1,Clayherbs_ShvingKit_Po-900,B0CSPTBMYC,,,,Clayherbs Hotel Shaving Kit | Razor & Shaving Gel kit | Hotel Toiletries Kit | Shaving Gel Pouch | Hospital Toiletrey | Desposible Shaving Set (Pack Of 900),15,0,0,0,0,0,0,0,0,0,0,0,,
A200,X001YY0545,Clayherbs-NourishingSoap-15g-pack-25-sm,B0CSG3TTYN,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (25),38,0,0,0,0,0,0,0,0,0,0,0,31-Oct-2027,01-Oct-2027
A200,X001ZWOCJ5,Clayherbs-NourishingSoap-15g-pack-300-sm,B0CSG4P355,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (300),97,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X001ZWONMB,Clayherbs-NourishingSoap-15g-pack-400-sm,B0CSG4HD39,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (400),48,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X001YY0VRV,Clayherbs-NourishingSoap-15g-pack-50-sm,B0CSG2WYR7,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (50),41,0,0,0,0,0,0,0,0,1,0,0,31-Oct-2027,01-Oct-2027
A200,X001ZWITBH,Clayherbs-NourishingSoap-15g-pack-500-sm,B0CSG5C2XL,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (500),100,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X001YY0U3B,Clayherbs-NourishingSoap-15g-pack-600-sm,B0CSG6J61M,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (600),49,0,0,0,0,0,0,0,0,0,0,0,31-Oct-2027,01-Oct-2027
A200,X001ZWOFG5,Clayherbs-NourishingSoap-15g-pack-700-sm,B0CSG3V6NQ,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (700),50,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A200,X001ZK8ATF,Clayherbs-NourishingSoap-15g-pack-75-sm,B0CSG3YYRZ,,,,Clayherbs Hotel Soap 15 Gm Nourishing Aloe Vetiver | Guest House Kit | Hotel Toiletries Kit | Room Amenities | Hospital Amenities Kits | Spa | Marriage Halls (75),94,0,0,0,0,0,0,0,0,0,0,0,31-Dec-2027,01-Dec-2027
A100,X001XE5B2R,Clayherbs-NourishingSoap-15g-pack-of-250,B0BRSYZ73W,,,,Clayherbs Hotel Toiletries 250 Pieces (15g) Nourishing Aloe Vetiver Handmade Soap 15 Gm | Hotel Amenities | Hospital Toiletry Kits | Guest Room Toiletries | Pack of 250,34,0,0,0,0,0,0,0,0,0,0,0,,
